1000 1 123.898865 123.898865 123.898865 0.625926 123.272942 0.000000 0.000000 0.000000 0.000000
2000 2 124.562492 124.230682 123.898865 1.831317 122.731178 0.000000 0.000000 0.000000 0.000000
3000 3 120.499062 122.986809 120.499062 0.851755 119.647308 0.000000 0.000000 0.000000 0.000000
4000 4 114.594635 120.888763 114.594635 0.592460 114.002174 0.000000 0.000000 0.000000 0.000000
5000 5 130.558029 122.822617 114.594635 1.766263 128.791763 0.000000 0.000000 0.000000 0.000000
6000 6 111.457703 120.928467 111.457703 2.809812 108.647888 0.000000 0.000000 0.000000 0.000000
7000 7 116.438316 120.287010 111.457703 1.026899 115.411415 0.000000 0.000000 0.000000 0.000000
8000 8 115.128242 119.642166 111.457703 0.415282 114.712959 0.000000 0.000000 0.000000 0.000000
9000 9 108.384827 118.391357 108.384827 1.496003 106.888824 0.000000 0.000000 0.000000 0.000000
10000 10 105.081619 117.060387 105.081619 0.770357 104.311264 0.000000 0.000000 0.000000 0.000000
11000 11 112.530769 116.648605 105.081619 0.676045 111.854721 0.000000 0.000000 0.000000 0.000000
12000 12 106.396027 115.794220 105.081619 2.270763 104.125267 0.000000 0.000000 0.000000 0.000000
13000 13 113.576660 115.623642 105.081619 0.396484 113.180176 0.000000 0.000000 0.000000 0.000000
14000 14 106.758499 114.990417 105.081619 4.576902 102.181595 0.000000 0.000000 0.000000 0.000000
15000 15 113.259132 114.875000 105.081619 0.494161 112.764969 0.000000 0.000000 0.000000 0.000000
16000 16 102.696281 114.113831 102.696281 1.814300 101.020905 -0.138924 0.000000 0.000000 0.000000
17000 17 138.492874 115.547897 102.696281 3.153291 135.361206 -0.021626 0.000000 0.000000 0.000000
18000 18 113.840675 115.453041 102.696281 0.609344 113.231331 0.000000 0.000000 0.000000 0.000000
19000 19 128.201599 116.124023 102.696281 1.068744 127.132851 0.000000 0.000000 0.000000 0.000000
20000 20 114.985992 116.067123 102.696281 1.448910 113.537086 0.000000 0.000000 0.000000 0.000000
21000 21 111.440910 115.846832 102.696281 0.620677 110.820236 0.000000 0.000000 0.000000 0.000000
22000 22 114.976685 115.807281 102.696281 0.555170 114.421516 0.000000 0.000000 0.000000 0.000000
23000 23 116.453316 115.835373 102.696281 0.856650 115.596664 0.000000 0.000000 0.000000 0.000000
24000 24 107.852402 115.502747 102.696281 1.113700 106.738701 0.000000 0.000000 0.000000 0.000000
25000 25 122.903114 115.798759 102.696281 0.582092 122.321022 0.000000 0.000000 0.000000 0.000000
26000 26 120.413765 115.976265 102.696281 3.256978 117.156784 0.000000 0.000000 0.000000 0.000000
27000 27 114.366890 115.916656 102.696281 0.355168 114.011719 0.000000 0.000000 0.000000 0.000000
28000 28 110.858215 115.736000 102.696281 1.478287 109.379929 0.000000 0.000000 0.000000 0.000000
29000 29 109.389748 115.517159 102.696281 0.518111 108.871635 0.000000 0.000000 0.000000 0.000000
30000 30 115.796478 115.526466 102.696281 0.598755 115.197723 0.000000 0.000000 0.000000 0.000000
31000 31 130.996201 116.025482 102.696281 3.251818 127.744377 0.000000 0.000000 0.000000 0.000000
32000 32 106.424522 115.725456 102.696281 1.278359 105.146164 0.000000 0.000000 0.000000 0.000000
33000 33 104.380157 115.381660 102.696281 0.648002 103.732155 0.000000 0.000000 0.000000 0.000000
34000 34 123.424652 115.618217 102.696281 2.590554 120.834099 0.000000 0.000000 0.000000 0.000000
35000 35 102.702339 115.249191 102.696281 1.101368 101.600967 0.000000 0.000000 0.000000 0.000000
36000 36 104.746056 114.957436 102.696281 0.717605 105.509918 -1.481471 0.000000 0.000000 0.000000
37000 37 134.877350 115.495819 102.696281 0.898354 133.978989 0.000000 0.000000 0.000000 0.000000
38000 38 111.596169 115.393196 102.696281 0.419664 111.176506 0.000000 0.000000 0.000000 0.000000
39000 39 94.611160 114.860329 94.611160 0.757220 93.853943 0.000000 0.000000 0.000000 0.000000
40000 40 138.926025 115.461960 94.611160 1.520202 137.405823 0.000000 0.000000 0.000000 0.000000
41000 41 134.405518 115.923996 94.611160 0.459588 133.945923 0.000000 0.000000 0.000000 0.000000
42000 42 101.936432 115.590958 94.611160 1.274551 100.661880 0.000000 0.000000 0.000000 0.000000
43000 43 132.949249 115.994637 94.611160 1.671394 131.277863 0.000000 0.000000 0.000000 0.000000
44000 44 108.526100 115.824898 94.611160 1.219883 107.306213 0.000000 0.000000 0.000000 0.000000
45000 45 120.536568 115.929604 94.611160 1.119942 119.416626 0.000000 0.000000 0.000000 0.000000
46000 46 122.152847 116.064888 94.611160 2.767164 119.385681 0.000000 0.000000 0.000000 0.000000
